Year,Match Name,League Name,Club Name,Coach,Country Name,Manager,Owner,appearances,wins,losts,drawn,Net Worth
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,3,0,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,2,0,6,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,3,0,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,2,3,3,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,8,0,0,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,3,3,2,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,3,3,756734.00
2011,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,5,2,756734.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,1,2,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,3,2,2,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,0,1,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,0,1,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,8,0,0,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,0,3,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,3,0,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,3,3,2,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,0,3,5,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,3,4,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,3,4,457463.00
2012,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,1,0,457463.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,7,1,0,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,1,3,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,7,0,1,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,1,3,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,1,3,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,3,4,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,3,2,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,4,1,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,7,1,0,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,2,4,2,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,6,1,1,745653.00
2010,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,0,5,745653.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,3,2,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,6,0,2,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,3,1,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,2,4,2,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,0,5,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,3,4,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,0,5,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,2,1,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,0,3,5,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,6,2,0,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,0,3,456346.00
2011,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,2,3,3,456346.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,2,3,3,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,6,0,2,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,2,1,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,4,4,0,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,2,1,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,3,4,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,3,3,2,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,0,5,3,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,3,4,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,8,0,0,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,1,4,3,457457.00
2012,Club,LA Liga,Real Sociedad,NA,NA,Edward Chase,Wyatt Hernandez,8,5,0,3,457457.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,5,1,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,3,2,3,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,0,7,1,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,0,8,0,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,7,0,1,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,3,0,5,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,2,5,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,1,3,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,4,3,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,3,1,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,7,1,0,876654.00
2010,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,3,4,876654.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,4,3,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,7,0,1,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,5,1,2,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,1,5,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,7,0,1,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,6,1,1,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,3,4,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,4,1,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,3,3,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,0,5,3,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,3,3,634623.00
2011,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,3,3,2,634623.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,3,3,2,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,5,2,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,6,1,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,6,2,0,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,2,2,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,3,3,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,1,5,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,1,6,1,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,2,3,3,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,6,0,2,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,3,1,797685.00
2012,Club,Bundesliga,Schalke,NA,NA,Wanda Mayer,Adam Strickland,8,4,4,0,797685.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,2,0,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,2,2,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,5,0,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,5,1,2,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,0,4,4,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,1,6,1,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,1,1,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,3,2,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,3,1,865745.00
2010,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,2,0,865745.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,1,1,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,1,0,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,5,2,1,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,6,1,1,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,5,2,1,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,4,1,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,0,1,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,1,0,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,3,2,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,4,2,564563.00
2011,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,5,3,0,564563.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,3,2,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,5,0,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,1,0,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,0,2,6,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,7,0,1,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,4,2,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,2,3,3,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,3,1,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,3,1,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,4,4,0,875675.00
2012,Club,LA Liga,Sevilla FC,NA,NA,Tad Glenn,Hamilton Cobb,8,3,3,2,875675.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,3,0,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,1,2,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,6,2,0,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,2,4,2,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,2,3,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,4,1,3,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,3,0,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,1,0,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,745635.00
2010,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,2,1,745635.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,3,2,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,4,1,3,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,1,0,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,3,2,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,6,1,1,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,6,2,0,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,1,3,4,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,1,3,4,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,3,2,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,8,0,0,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,2,1,785674.00
2011,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,785674.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,0,3,5,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,4,2,2,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,2,3,3,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,1,1,6,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,5,2,1,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,2,3,3,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,6,1,1,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,3,3,2,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,4,1,3,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,7,0,1,573535.00
2012,Club,LA Liga,Sunderland,NA,NA,Zachary Burgess,Marsden Clements,8,0,3,5,573535.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,4,2,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,3,2,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,3,2,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,6,2,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,6,1,1,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,5,2,3,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,6,1,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,4,4,0,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,8,0,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,3,3,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,5,2,568647.00
2010,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,8,0,0,568647.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,4,2,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,6,2,0,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,5,0,3,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,3,4,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,4,2,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,7,0,1,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,4,1,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,4,4,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,3,4,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,1,0,7,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,3,2,657677.00
2011,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,5,2,1,657677.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,2,4,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,6,1,1,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,4,1,3,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,4,4,0,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,5,1,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,8,0,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,2,2,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,0,8,0,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,2,4,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,7,0,1,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,2,4,2,764576.00
2012,Club,EPL,Swanswa City,NA,NA,Duncan Navarro,Caleb Cote,8,3,3,2,764576.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,1,3,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,0,1,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,1,3,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,1,2,5,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,0,5,3,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,8,0,0,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,3,3,2,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,3,1,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,0,1,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,0,7,1,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,5,1,634633.00
2010,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,1,5,2,634633.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,3,1,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,3,3,2,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,8,0,0,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,3,3,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,1,0,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,3,3,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,1,1,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,2,4,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,0,2,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,3,1,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,2,2,674576.00
2011,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,2,3,3,674576.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,1,3,4,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,1,0,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,1,3,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,2,2,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,1,1,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,1,1,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,2,0,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,4,1,3,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,3,2,3,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,7,0,1,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,5,3,0,568657.00
2012,Club,LA Liga,Valencia,NA,NA,Phelan Rollins,Fuller Odom,8,6,2,0,568657.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,6,1,1,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,3,2,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,1,5,2,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,2,5,1,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,1,5,2,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,2,3,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,1,3,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,7,1,0,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,1,5,2,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,7,0,1,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,2,3,3,634623.00
2010,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,1,3,634623.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,7,0,1,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,2,3,3,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,2,3,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,5,3,0,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,0,3,5,745635.00
